Identificador do Aluno,Nome do Aluno,Idade,Gênero,Ano Escolar,Você pratica xadrez regularmente?,Há quanto tempo você joga xadrez?,Qual foi sua média geral nas últimas três avaliações escolares?,Qual foi sua nota na última prova de Matemática?,Qual foi sua nota na última prova de Língua Portuguesa?
1519,Rafael Lima,6,Masculino,1º Ano,Sim,mais de 1 ano,7.65,5.19,9.58
1520,Tiago Ramos,11,Masculino,6º Ano,Não,Nunca,6.33,8.5,9.87
1521,Elisa Lima,8,Feminino,3º Ano,Não,Nunca,9.15,8.92,9.64
1522,João Almeida,17,Masculino,7º Ano,Não,Nunca,8.83,6.27,8.69
1523,Otávio Silva,13,Masculino,8º Ano,Não,Nunca,8.6,5.43,6.24
1524,Laura Silva,6,Feminino,1º Ano,Não,Nunca,8.35,7.59,5.99
1525,Zeca Zanetti,16,Masculino,6º Ano,Não,Nunca,9.36,9.32,5.77
1526,Diego Ramos,8,Masculino,3º Ano,Não,Nunca,8.86,9.32,6.22
1527,Fernando Gomes,13,Masculino,8º Ano,Não,Nunca,7.59,9.42,5.97
1528,Isabela Zanetti,13,Feminino,8º Ano,Não,Nunca,5.93,9.15,6.54
1529,Sofia Silva,14,Feminino,9º Ano,Não,Nunca,5.27,7.71,8.42
1530,Marcos Pereira,7,Masculino,2º Ano,Não,Nunca,5.78,9.53,9.65
1531,Otávio Costa,8,Masculino,3º Ano,Sim,mais de 1 ano,9.33,7.68,9.81
1532,Tiago Silva,18,Masculino,8º Ano,Não,Nunca,5.21,8.51,8.34
1533,Sofia Nogueira,9,Feminino,4º Ano,Não,Nunca,5.92,8.28,9.09
1534,Carla Pereira,18,Feminino,8º Ano,Não,Nunca,7.38,7.03,7.54
1535,Patrícia Lima,12,Feminino,7º Ano,Sim,Nunca,7.55,6.6,9.45
1536,Elisa Barbosa,15,Feminino,10º Ano,Sim,mais de 1 ano,5.84,8.44,9.64
1537,Marcos Silva,16,Masculino,6º Ano,Não,Nunca,9.7,5.23,9.48
1538,Gabriela Silva,18,Feminino,8º Ano,Não,Nunca,5.05,8.86,6.39
1539,Marcos Oliveira,14,Masculino,9º Ano,Não,Nunca,8.05,7.08,9.08
1540,Isabela Dias,16,Feminino,6º Ano,Não,Nunca,8.85,6.62,7.97
1541,Sofia Almeida,13,Feminino,8º Ano,Não,Nunca,9.08,8.25,7.96
1542,Isabela Lima,8,Feminino,3º Ano,Não,Nunca,7.04,5.4,9.05
1543,Fernando Oliveira,16,Masculino,6º Ano,Não,Nunca,6.41,6.56,6.66
1544,Natália Fernandes,6,Feminino,1º Ano,Não,Nunca,6.4,7.7,9.51
1545,Bruno Oliveira,10,Masculino,5º Ano,Sim,Nunca,8.86,9.36,7.98
1546,Fernando Ramos,7,Masculino,2º Ano,Não,Nunca,8.64,9.4,8.2
1547,Otávio Henrique,7,Masculino,2º Ano,Não,Nunca,9.4,8.82,5.52
1548,Zeca Lima,10,Masculino,5º Ano,Não,Nunca,7.72,6.7,7.52
1549,Elisa Henrique,14,Feminino,9º Ano,Não,Nunca,6.36,9.09,8.97
1550,Natália Silva,17,Feminino,7º Ano,Não,Nunca,9.4,9.15,8.11
1551,Fernando Oliveira,11,Masculino,6º Ano,Não,Nunca,8.53,6.19,6.92
1552,Isabela Nogueira,18,Feminino,8º Ano,Sim,mais de 1 ano,7.69,8.74,9.02
1553,Laura Zanetti,13,Feminino,8º Ano,Não,Nunca,7.02,5.98,6.13
1554,Zeca Ibarra,6,Masculino,1º Ano,Não,Nunca,9.09,8.77,6.09
1555,Marcos Gomes,16,Masculino,6º Ano,Não,Nunca,6.45,8.7,8.03
1556,Natália Henrique,17,Feminino,7º Ano,Não,Nunca,9.8,6.83,9.03
1557,Isabela Gomes,7,Feminino,2º Ano,Não,Nunca,9.25,5.92,9.44
1558,Gabriela Vieira,16,Feminino,6º Ano,Não,Nunca,9.2,5.65,6.8
1559,Zeca Fernandes,16,Masculino,6º Ano,Sim,mais de 1 ano,8.39,5.22,5.22
1560,Laura Gomes,8,Feminino,3º Ano,Não,Nunca,9.22,6.23,8.34
1561,Sofia Queiroz,11,Feminino,6º Ano,Não,Nunca,8.77,8.99,6.71
1562,Vivian Henrique,12,Feminino,7º Ano,Sim,mais de 1 ano,8.74,8.33,5.65
1563,Zeca Queiroz,8,Masculino,3º Ano,Não,Nunca,6.59,8.61,8.13
1564,Isabela Ramos,10,Feminino,5º Ano,Sim,mais de 1 ano,8.54,9.39,5.93
1565,Ana Dias,13,Feminino,8º Ano,Não,Nunca,6.22,9.39,8.92
1566,Ana Teixeira,9,Feminino,4º Ano,Não,Nunca,5.24,5.63,7.74
1567,Isabela Martins,17,Feminino,7º Ano,Não,Nunca,6.49,5.34,5.31
1568,Marcos Ramos,11,Masculino,6º Ano,Não,Nunca,5.07,5.39,5.75
1569,Gabriela Pereira,17,Feminino,7º Ano,Não,Nunca,8.67,8.6,9.47
1570,Sofia Henrique,17,Feminino,7º Ano,Sim,mais de 1 ano,6.65,7.52,8.62
1571,Sofia Zanetti,8,Feminino,3º Ano,Não,Nunca,5.63,7.13,8.67
1572,Vivian Teixeira,12,Feminino,7º Ano,Não,Nunca,6.45,5.34,8.81
1573,Fernando Zanetti,16,Masculino,6º Ano,Não,Nunca,5.33,5.15,7.84
1574,Ana Pereira,8,Feminino,3º Ano,Não,Nunca,6.89,6.74,9.93
1575,João Fernandes,14,Masculino,9º Ano,Não,Nunca,5.92,8.51,9.09
1576,Isabela Silva,10,Feminino,5º Ano,Não,Nunca,7.17,5.31,8.95
1577,Elisa Vieira,15,Feminino,10º Ano,Não,Nunca,7.45,9.52,8.28
1578,Natália Ibarra,17,Feminino,7º Ano,Não,Nunca,6.17,9.6,7.34
1579,Gabriela Henrique,8,Feminino,3º Ano,Sim,mais de 1 ano,8.12,9.6,6.0
1580,Tiago Júnior,11,Masculino,6º Ano,Não,Nunca,7.32,8.33,8.33
1581,Gabriela Nogueira,18,Feminino,8º Ano,Não,Nunca,6.09,5.23,7.86
1582,Carla Queiroz,16,Feminino,6º Ano,Sim,mais de 1 ano,5.45,5.06,8.77
1583,Henrique Ibarra,14,Masculino,9º Ano,Não,Nunca,8.17,8.75,8.75
1584,Fernando Fernandes,7,Masculino,2º Ano,Não,Nunca,9.45,5.53,7.92
1585,Carla Almeida,7,Feminino,2º Ano,Não,Nunca,8.6,8.45,7.55
1586,Bruno Almeida,13,Masculino,8º Ano,Não,Nunca,9.74,5.53,7.98
1587,Elisa Oliveira,12,Feminino,7º Ano,Sim,Nunca,6.82,9.67,9.39
1588,Otávio Fernandes,12,Masculino,7º Ano,Não,Nunca,7.36,5.49,7.33
1589,Sofia Costa,13,Feminino,8º Ano,Não,Nunca,8.34,5.51,5.66
1590,Rafael Gomes,13,Masculino,8º Ano,Não,Nunca,5.87,7.4,7.5
1591,Diego Fernandes,11,Masculino,6º Ano,Não,Nunca,6.67,8.42,6.88
1592,Isabela Silva,6,Feminino,1º Ano,Não,Nunca,5.48,7.12,5.17
1593,Diego Zanetti,6,Masculino,1º Ano,Sim,mais de 1 ano,6.08,7.47,5.08
1594,João Vieira,10,Masculino,5º Ano,Sim,Nunca,8.73,5.07,7.97
1595,Bruno Costa,10,Masculino,5º Ano,Sim,mais de 1 ano,9.62,8.16,9.97
1596,Elisa Ramos,8,Feminino,3º Ano,Sim,Nunca,6.46,9.14,9.76
1597,Tiago Barbosa,9,Masculino,4º Ano,Não,Nunca,9.92,5.05,6.49
1598,Isabela Fernandes,10,Feminino,5º Ano,Não,Nunca,6.92,6.86,7.21
1599,Natália Queiroz,6,Feminino,1º Ano,Não,Nunca,5.28,6.21,9.86
1600,Zeca Júnior,10,Masculino,5º Ano,Não,Nunca,9.03,8.84,7.46
1601,Elisa Costa,6,Feminino,1º Ano,Sim,Nunca,9.53,7.92,6.58
1602,Patrícia Costa,17,Feminino,7º Ano,Sim,mais de 1 ano,7.7,7.72,5.99
1603,Ana Nogueira,11,Feminino,6º Ano,Não,Nunca,7.2,9.38,8.83
1604,Rafael Fernandes,18,Masculino,8º Ano,Não,Nunca,5.97,8.42,5.09
1605,Ana Lima,10,Feminino,5º Ano,Não,Nunca,7.66,6.24,8.89
1606,Otávio Ibarra,8,Masculino,3º Ano,Não,Nunca,7.15,8.39,6.5
1607,Gabriela Queiroz,12,Feminino,7º Ano,Não,Nunca,7.24,7.33,5.99
1608,Zeca Pereira,10,Masculino,5º Ano,Não,Nunca,5.85,9.51,8.31
1609,Sofia Barbosa,14,Feminino,9º Ano,Não,Nunca,9.05,7.41,6.75
1610,João Henrique,8,Masculino,3º Ano,Não,Nunca,8.52,9.4,5.03
1611,Fernando Gomes,17,Masculino,7º Ano,Não,Nunca,9.62,6.34,5.17
1612,Tiago Lima,11,Masculino,6º Ano,Sim,Nunca,6.92,7.95,9.48
1613,Tiago Ramos,16,Masculino,6º Ano,Não,Nunca,7.13,5.19,8.23
1614,João Lima,13,Masculino,8º Ano,Não,Nunca,6.34,9.96,9.09
1615,Vivian Henrique,12,Feminino,7º Ano,Não,Nunca,5.24,8.92,7.97
1616,Vivian Queiroz,16,Feminino,6º Ano,Não,Nunca,7.78,6.61,5.33
1617,Fernando Almeida,13,Masculino,8º Ano,Não,Nunca,8.89,5.81,7.17
1618,Diego Henrique,8,Masculino,3º Ano,Não,Nunca,5.16,8.9,7.94
1619,Marcos Queiroz,12,Masculino,7º Ano,Não,Nunca,5.86,9.49,5.15
1620,Vivian Fernandes,7,Feminino,2º Ano,Sim,mais de 1 ano,9.01,7.69,8.15
1621,Henrique Júnior,10,Masculino,5º Ano,Não,Nunca,6.32,9.3,6.89
1622,Henrique Zanetti,14,Masculino,9º Ano,Não,Nunca,6.37,9.77,6.42
1623,João Pereira,7,Masculino,2º Ano,Não,Nunca,9.45,9.56,5.88
1624,Sofia Ibarra,8,Feminino,3º Ano,Sim,Nunca,7.19,7.05,9.64
1625,Fernando Gomes,12,Masculino,7º Ano,Não,Nunca,6.55,9.99,5.15
1626,Zeca Silva,13,Masculino,8º Ano,Não,Nunca,8.85,9.76,5.27
1627,Bruno Silva,12,Masculino,7º Ano,Sim,mais de 1 ano,7.46,6.45,8.09
1628,Bruno Ramos,16,Masculino,6º Ano,Não,Nunca,6.07,9.54,9.09
1629,Henrique Almeida,7,Masculino,2º Ano,Sim,mais de 1 ano,6.93,9.15,5.41
1630,Otávio Teixeira,12,Masculino,7º Ano,Não,Nunca,6.98,8.95,7.63
1631,Bruno Vieira,14,Masculino,9º Ano,Sim,mais de 1 ano,6.15,9.29,7.93
1632,Carla Almeida,11,Feminino,6º Ano,Não,Nunca,9.88,7.65,6.75
1633,João Ibarra,16,Masculino,6º Ano,Não,Nunca,7.6,8.98,8.03
1634,Bruno Ramos,15,Masculino,10º Ano,Não,Nunca,7.2,6.48,6.55
1635,Gabriela Dias,8,Feminino,3º Ano,Não,Nunca,7.87,9.49,9.23
1636,Isabela Barbosa,9,Feminino,4º Ano,Não,Nunca,5.56,6.31,6.8
1637,Fernando Júnior,14,Masculino,9º Ano,Não,Nunca,6.29,5.77,7.03
1638,Marcos Teixeira,18,Masculino,8º Ano,Sim,Nunca,6.89,7.54,8.82
1639,Elisa Ibarra,17,Feminino,7º Ano,Não,Nunca,7.63,8.51,9.21
1640,Tiago Lima,17,Masculino,7º Ano,Não,Nunca,9.75,7.54,7.64
1641,Rafael Ramos,7,Masculino,2º Ano,Não,Nunca,9.76,7.14,6.03
1642,Ana Gomes,8,Feminino,3º Ano,Não,Nunca,6.11,5.21,8.82
1643,João Dias,16,Masculino,6º Ano,Não,Nunca,7.38,7.89,9.07
1644,Otávio Fernandes,9,Masculino,4º Ano,Sim,mais de 1 ano,7.76,7.53,5.82
1645,Henrique Queiroz,7,Masculino,2º Ano,Não,Nunca,8.13,5.61,5.87
1646,Gabriela Barbosa,7,Feminino,2º Ano,Não,Nunca,7.58,9.34,7.67
1647,Natália Silva,14,Feminino,9º Ano,Não,Nunca,7.59,7.88,7.92
1648,Henrique Silva,12,Masculino,7º Ano,Não,Nunca,8.25,6.8,6.72
1649,Ana Martins,9,Feminino,4º Ano,Sim,Nunca,6.73,6.95,6.88
1650,Isabela Barbosa,9,Feminino,4º Ano,Não,Nunca,8.58,8.61,9.6
1651,Isabela Martins,8,Feminino,3º Ano,Sim,mais de 1 ano,5.45,9.15,6.56
1652,Rafael Pereira,11,Masculino,6º Ano,Sim,mais de 1 ano,6.45,9.56,9.88
1653,Diego Barbosa,16,Masculino,6º Ano,Não,Nunca,9.26,5.59,7.04
1654,Isabela Ramos,7,Feminino,2º Ano,Não,Nunca,9.51,7.16,6.99
1655,Ana Barbosa,16,Feminino,6º Ano,Não,Nunca,9.86,9.4,8.38
1656,Marcos Barbosa,14,Masculino,9º Ano,Sim,mais de 1 ano,5.48,6.14,9.31
1657,João Lima,8,Masculino,3º Ano,Não,Nunca,5.76,8.69,7.62
1658,Isabela Queiroz,17,Feminino,7º Ano,Não,Nunca,5.12,7.48,5.93
1659,Isabela Pereira,7,Feminino,2º Ano,Não,Nunca,8.56,8.94,9.91
1660,Gabriela Lima,7,Feminino,2º Ano,Sim,Nunca,7.73,6.56,7.81
1661,Ana Queiroz,8,Feminino,3º Ano,Não,Nunca,7.11,6.02,6.96
1662,Bruno Costa,13,Masculino,8º Ano,Não,Nunca,7.11,6.29,6.39
1663,Henrique Fernandes,11,Masculino,6º Ano,Sim,Nunca,5.67,9.9,6.36
1664,Patrícia Silva,6,Feminino,1º Ano,Não,Nunca,7.82,8.29,7.86
1665,João Ibarra,13,Masculino,8º Ano,Não,Nunca,8.22,7.97,5.43
1666,Fernando Júnior,11,Masculino,6º Ano,Não,Nunca,5.76,9.25,9.18
1667,Isabela Pereira,16,Feminino,6º Ano,Não,Nunca,5.15,5.67,9.85
1668,Zeca Pereira,10,Masculino,5º Ano,Não,Nunca,6.35,8.99,7.19
1669,Tiago Vieira,11,Masculino,6º Ano,Não,Nunca,9.47,6.11,5.73
1670,Ana Nogueira,18,Feminino,8º Ano,Não,Nunca,7.54,6.47,5.8
1671,Vivian Nogueira,17,Feminino,7º Ano,Não,Nunca,9.92,6.73,7.59
1672,Rafael Gomes,12,Masculino,7º Ano,Não,Nunca,8.61,5.35,8.43
1673,Vivian Teixeira,15,Feminino,10º Ano,Não,Nunca,9.87,8.16,9.78
1674,Rafael Ramos,17,Masculino,7º Ano,Não,Nunca,8.29,9.82,6.59
1675,Diego Pereira,8,Masculino,3º Ano,Sim,mais de 1 ano,9.88,9.11,8.96
1676,Henrique Costa,17,Masculino,7º Ano,Sim,mais de 1 ano,9.73,5.04,7.78
1677,Ana Costa,18,Feminino,8º Ano,Não,Nunca,7.3,8.5,5.28
1678,Zeca Queiroz,9,Masculino,4º Ano,Sim,mais de 1 ano,5.93,8.43,9.04
1679,Vivian Vieira,14,Feminino,9º Ano,Não,Nunca,9.72,8.56,5.83
1680,Zeca Gomes,6,Masculino,1º Ano,Não,Nunca,5.11,9.1,8.81
1681,Elisa Barbosa,12,Feminino,7º Ano,Não,Nunca,9.4,9.22,7.22
1682,Tiago Ramos,13,Masculino,8º Ano,Sim,mais de 1 ano,7.5,6.8,7.39
1683,Laura Ramos,9,Feminino,4º Ano,Não,Nunca,5.18,7.32,6.7
1684,Henrique Gomes,6,Masculino,1º Ano,Não,Nunca,5.49,5.68,6.34
1685,Bruno Vieira,17,Masculino,7º Ano,Não,Nunca,7.51,9.47,5.43
1686,Ana Gomes,7,Feminino,2º Ano,Não,Nunca,7.3,7.27,6.18
1687,Otávio Henrique,7,Masculino,2º Ano,Não,Nunca,7.12,6.12,6.15
1688,Carla Vieira,12,Feminino,7º Ano,Sim,Nunca,9.45,7.41,8.39
1689,Sofia Júnior,9,Feminino,4º Ano,Não,Nunca,9.5,7.96,9.01
1690,Ana Dias,12,Feminino,7º Ano,Sim,mais de 1 ano,5.24,7.59,7.87
1691,Carla Júnior,16,Feminino,6º Ano,Não,Nunca,7.79,9.8,6.23
1692,Rafael Oliveira,15,Masculino,10º Ano,Sim,mais de 1 ano,7.18,8.89,8.84
1693,Marcos Costa,9,Masculino,4º Ano,Não,Nunca,8.3,5.5,6.39
1694,Gabriela Henrique,10,Feminino,5º Ano,Não,Nunca,8.68,5.05,7.75
1695,Isabela Martins,12,Feminino,7º Ano,Não,Nunca,8.65,8.76,8.92
1696,Carla Costa,17,Feminino,7º Ano,Não,Nunca,7.18,6.26,9.03
1697,Elisa Costa,13,Feminino,8º Ano,Não,Nunca,7.48,5.63,9.92
1698,Laura Gomes,13,Feminino,8º Ano,Não,Nunca,6.52,7.15,5.56
1699,Natália Queiroz,9,Feminino,4º Ano,Não,Nunca,9.13,6.58,5.8
1700,Rafael Lima,6,Masculino,1º Ano,Não,Nunca,6.22,5.93,8.41
1701,Isabela Júnior,18,Feminino,8º Ano,Não,Nunca,7.19,7.51,6.26
1702,Carla Queiroz,18,Feminino,8º Ano,Sim,Nunca,9.63,5.21,6.74
1703,Isabela Júnior,15,Feminino,10º Ano,Não,Nunca,8.11,9.15,9.24
1704,Rafael Martins,11,Masculino,6º Ano,Não,Nunca,6.58,6.33,7.88
1705,Vivian Almeida,10,Feminino,5º Ano,Não,Nunca,5.79,6.64,8.28
1706,Carla Júnior,6,Feminino,1º Ano,Não,Nunca,5.3,6.9,9.95
1707,Ana Ramos,12,Feminino,7º Ano,Não,Nunca,9.16,5.34,8.77
1708,Patrícia Dias,14,Feminino,9º Ano,Não,Nunca,9.27,9.82,7.96
1709,Zeca Henrique,10,Masculino,5º Ano,Não,Nunca,5.31,8.1,9.26
1710,Rafael Silva,7,Masculino,2º Ano,Sim,mais de 1 ano,7.68,7.17,9.31
1711,Laura Silva,10,Feminino,5º Ano,Não,Nunca,8.1,9.58,8.97
1712,Patrícia Dias,16,Feminino,6º Ano,Não,Nunca,5.11,6.08,8.21
1713,Zeca Oliveira,11,Masculino,6º Ano,Sim,Nunca,8.54,6.22,6.03
1714,Natália Dias,17,Feminino,7º Ano,Não,Nunca,6.99,7.94,5.93
1715,Patrícia Barbosa,7,Feminino,2º Ano,Não,Nunca,9.7,9.58,5.0
1716,Zeca Vieira,15,Masculino,10º Ano,Não,Nunca,6.3,8.85,8.96
1717,Fernando Lima,14,Masculino,9º Ano,Não,Nunca,7.92,9.88,8.65
1718,Elisa Almeida,8,Feminino,3º Ano,Não,Nunca,5.89,7.67,6.91
1719,Laura Lima,12,Feminino,7º Ano,Sim,mais de 1 ano,6.57,6.17,8.25
1720,Bruno Almeida,16,Masculino,6º Ano,Não,Nunca,5.85,8.11,6.49
1721,Isabela Dias,6,Feminino,1º Ano,Não,Nunca,9.87,7.75,8.56
1722,Rafael Zanetti,18,Masculino,8º Ano,Não,Nunca,8.19,5.9,5.27
1723,Ana Ramos,8,Feminino,3º Ano,Não,Nunca,7.79,9.04,9.88
1724,Henrique Costa,14,Masculino,9º Ano,Não,Nunca,5.06,8.83,6.93
1725,Henrique Ibarra,16,Masculino,6º Ano,Não,Nunca,6.79,7.24,5.61
1726,Rafael Dias,9,Masculino,4º Ano,Não,Nunca,8.44,7.5,6.15
1727,Natália Dias,15,Feminino,10º Ano,Não,Nunca,6.25,8.69,9.71
1728,Gabriela Zanetti,9,Feminino,4º Ano,Não,Nunca,9.78,5.76,8.6
1729,Rafael Queiroz,14,Masculino,9º Ano,Não,Nunca,5.25,8.14,8.55
1730,Gabriela Barbosa,12,Feminino,7º Ano,Sim,mais de 1 ano,6.93,7.51,8.34
1731,Elisa Costa,16,Feminino,6º Ano,Não,Nunca,5.12,9.61,5.64
1732,Sofia Fernandes,18,Feminino,8º Ano,Não,Nunca,8.45,7.86,8.07
1733,Vivian Costa,11,Feminino,6º Ano,Não,Nunca,7.5,5.05,6.11
1734,Vivian Almeida,9,Feminino,4º Ano,Não,Nunca,6.28,6.43,7.84
1735,João Almeida,17,Masculino,7º Ano,Não,Nunca,7.78,9.8,9.13
1736,Rafael Silva,16,Masculino,6º Ano,Não,Nunca,6.8,5.69,8.55
1737,Marcos Lima,6,Masculino,1º Ano,Sim,mais de 1 ano,8.91,9.97,7.76
1738,Fernando Dias,16,Masculino,6º Ano,Não,Nunca,8.56,5.1,8.26
1739,Tiago Dias,7,Masculino,2º Ano,Não,Nunca,6.77,9.35,5.72
1740,Vivian Nogueira,10,Feminino,5º Ano,Não,Nunca,8.69,9.29,7.24
1741,Carla Nogueira,18,Feminino,8º Ano,Sim,Nunca,8.07,7.87,7.09
1742,Patrícia Fernandes,12,Feminino,7º Ano,Não,Nunca,8.31,6.43,7.39
1743,Natália Zanetti,15,Feminino,10º Ano,Não,Nunca,8.87,5.26,7.25
1744,Tiago Barbosa,17,Masculino,7º Ano,Sim,mais de 1 ano,5.6,9.34,5.26
1745,Zeca Ibarra,18,Masculino,8º Ano,Não,Nunca,7.75,7.78,8.14
1746,Fernando Lima,11,Masculino,6º Ano,Não,Nunca,6.56,8.86,6.73
1747,Tiago Pereira,8,Masculino,3º Ano,Não,Nunca,6.25,5.79,5.81
1748,Natália Gomes,7,Feminino,2º Ano,Não,Nunca,5.09,7.77,6.89
1749,Henrique Vieira,6,Masculino,1º Ano,Não,Nunca,8.05,6.87,5.89
1750,Patrícia Oliveira,15,Feminino,10º Ano,Não,Nunca,8.48,6.45,5.46
1751,Diego Lima,14,Masculino,9º Ano,Não,Nunca,8.84,7.02,7.95
1752,Zeca Ramos,7,Masculino,2º Ano,Não,Nunca,5.03,7.09,5.04
1753,Isabela Fernandes,7,Feminino,2º Ano,Não,Nunca,7.63,6.25,8.98
1754,Isabela Almeida,11,Feminino,6º Ano,Não,Nunca,5.24,7.88,8.48
1755,Ana Teixeira,13,Feminino,8º Ano,Não,Nunca,8.01,8.68,9.48
1756,Elisa Vieira,17,Feminino,7º Ano,Não,Nunca,6.5,8.54,8.39
1757,Rafael Costa,9,Masculino,4º Ano,Não,Nunca,7.88,5.35,7.24
1758,Bruno Nogueira,10,Masculino,5º Ano,Não,Nunca,5.33,7.8,8.17
1759,Sofia Lima,17,Feminino,7º Ano,Não,Nunca,9.32,9.31,6.67
1760,Gabriela Ibarra,18,Feminino,8º Ano,Não,Nunca,8.34,8.99,8.34
1761,Carla Oliveira,13,Feminino,8º Ano,Não,Nunca,9.08,7.13,9.13
1762,Laura Vieira,12,Feminino,7º Ano,Não,Nunca,7.66,7.77,9.93
1763,Otávio Queiroz,17,Masculino,7º Ano,Não,Nunca,6.09,6.7,5.44
1764,Zeca Zanetti,6,Masculino,1º Ano,Não,Nunca,6.25,9.54,7.06
1765,Diego Oliveira,7,Masculino,2º Ano,Não,Nunca,8.44,6.07,7.01
1766,Laura Costa,8,Feminino,3º Ano,Não,Nunca,9.98,6.13,9.98
1767,Zeca Zanetti,10,Masculino,5º Ano,Sim,mais de 1 ano,8.89,9.12,9.79
1768,Laura Vieira,11,Feminino,6º Ano,Não,Nunca,7.49,6.05,8.34
1769,Carla Vieira,9,Feminino,4º Ano,Não,Nunca,5.54,9.15,8.39
1770,Patrícia Gomes,6,Feminino,1º Ano,Não,Nunca,9.54,5.47,9.02
1771,Fernando Almeida,13,Masculino,8º Ano,Não,Nunca,5.06,5.78,6.4
1772,Rafael Gomes,14,Masculino,9º Ano,Não,Nunca,9.01,7.62,5.49
1773,Natália Ramos,8,Feminino,3º Ano,Não,Nunca,5.45,7.53,5.14
1774,Natália Zanetti,11,Feminino,6º Ano,Não,Nunca,6.79,6.1,9.11
1775,Vivian Fernandes,18,Feminino,8º Ano,Não,Nunca,9.07,9.47,5.33
1776,Bruno Dias,11,Masculino,6º Ano,Não,Nunca,9.75,7.09,8.69
1777,Isabela Barbosa,14,Feminino,9º Ano,Não,Nunca,6.15,7.11,9.31
1778,Patrícia Teixeira,10,Feminino,5º Ano,Não,Nunca,7.17,5.74,5.34
1779,Tiago Lima,9,Masculino,4º Ano,Não,Nunca,5.17,5.94,6.77
1780,Ana Fernandes,16,Feminino,6º Ano,Não,Nunca,7.78,6.41,9.53
1781,Laura Lima,6,Feminino,1º Ano,Não,Nunca,6.69,9.51,6.81
1782,Vivian Ibarra,16,Feminino,6º Ano,Não,Nunca,5.54,6.55,8.64
1783,Natália Nogueira,13,Feminino,8º Ano,Sim,mais de 1 ano,7.46,9.78,9.54
1784,Natália Teixeira,11,Feminino,6º Ano,Não,Nunca,5.57,5.54,5.47
1785,Natália Teixeira,14,Feminino,9º Ano,Não,Nunca,9.04,6.22,6.56
1786,Rafael Pereira,18,Masculino,8º Ano,Não,Nunca,6.83,6.86,9.1
1787,Vivian Pereira,18,Feminino,8º Ano,Sim,mais de 1 ano,9.65,7.4,9.05
1788,Laura Nogueira,8,Feminino,3º Ano,Não,Nunca,9.84,7.94,6.38
1789,Diego Martins,6,Masculino,1º Ano,Não,Nunca,8.59,6.46,7.26
1790,Carla Nogueira,15,Feminino,10º Ano,Sim,mais de 1 ano,9.49,5.92,9.84
1791,Elisa Gomes,18,Feminino,8º Ano,Sim,mais de 1 ano,8.12,7.18,6.09
1792,Laura Costa,7,Feminino,2º Ano,Sim,mais de 1 ano,6.17,7.79,8.93
1793,Fernando Dias,12,Masculino,7º Ano,Sim,mais de 1 ano,5.98,9.33,5.88
1794,Carla Henrique,13,Feminino,8º Ano,Não,Nunca,7.64,9.13,5.86
1795,Marcos Costa,16,Masculino,6º Ano,Não,Nunca,6.79,6.17,8.68
1796,João Vieira,11,Masculino,6º Ano,Não,Nunca,6.95,9.55,6.79
1797,João Fernandes,6,Masculino,1º Ano,Não,Nunca,6.43,9.42,7.57
1798,Natália Zanetti,11,Feminino,6º Ano,Sim,mais de 1 ano,7.93,8.36,9.01
1799,Ana Silva,13,Feminino,8º Ano,Não,Nunca,8.11,6.03,6.26
1800,Marcos Almeida,8,Masculino,3º Ano,Sim,mais de 1 ano,7.79,6.09,8.36
1801,Fernando Nogueira,8,Masculino,3º Ano,Não,Nunca,7.69,6.25,5.5
1802,João Ibarra,17,Masculino,7º Ano,Sim,mais de 1 ano,8.9,9.11,9.31
1803,Sofia Fernandes,7,Feminino,2º Ano,Não,Nunca,7.98,9.73,8.09
1804,Carla Ibarra,17,Feminino,7º Ano,Não,Nunca,7.22,9.95,8.33
1805,Isabela Silva,14,Feminino,9º Ano,Sim,Nunca,9.54,6.72,7.87
1806,Vivian Ibarra,17,Feminino,7º Ano,Sim,mais de 1 ano,8.55,5.53,6.36
1807,Patrícia Costa,15,Feminino,10º Ano,Não,Nunca,8.89,7.94,8.38
1808,Zeca Martins,14,Masculino,9º Ano,Não,Nunca,6.44,5.42,8.79
1809,Natália Fernandes,15,Feminino,10º Ano,Não,Nunca,5.94,9.68,9.41
1810,Vivian Henrique,17,Feminino,7º Ano,Sim,Nunca,9.3,9.85,7.34
1811,Bruno Almeida,17,Masculino,7º Ano,Não,Nunca,6.58,8.22,7.8
1812,Zeca Martins,12,Masculino,7º Ano,Não,Nunca,5.2,7.12,5.74
1813,Isabela Barbosa,6,Feminino,1º Ano,Não,Nunca,7.03,9.81,5.53
1814,Sofia Queiroz,7,Feminino,2º Ano,Não,Nunca,7.13,8.43,6.9
1815,Fernando Fernandes,9,Masculino,4º Ano,Não,Nunca,6.57,6.71,6.87
1816,Isabela Júnior,9,Feminino,4º Ano,Não,Nunca,6.64,5.41,7.36
1817,Vivian Ramos,15,Feminino,10º Ano,Sim,Nunca,8.68,8.0,9.91
1818,João Martins,10,Masculino,5º Ano,Não,Nunca,7.26,7.99,7.75
1819,Bruno Nogueira,18,Masculino,8º Ano,Não,Nunca,6.67,8.22,9.88
1820,Sofia Costa,13,Feminino,8º Ano,Sim,mais de 1 ano,6.42,7.99,7.32
1821,Elisa Gomes,11,Feminino,6º Ano,Não,Nunca,6.49,8.1,6.22
1822,Gabriela Gomes,15,Feminino,10º Ano,Sim,Nunca,5.17,5.29,7.67
